Name, x, y
ADAL,0.18595041322314,-0.0991735537190083
ADAR,0.238683127572016,-0.037037037037037
ADEL,0.272727272727273,-0.0950413223140496
ADER,0.251028806584362,-0.156378600823045
ADEshL,0.0661157024793388,0.00413223140495868
ADEshR,0.0781893004115226,0.0823045267489712
ADEsoL,0.925619834710744,-0.0289256198347107
ADEsoR,1.03292181069959,-0.037037037037037
ADFL,1.38429752066116,0.0165289256198347
ADFR,1.39917695473251,0.0534979423868313
ADLL,1.38842975206612,0.21900826446281
ADLR,1.39917695473251,0.193415637860082
AFDL,1.4504132231405,0.0454545454545455
AFDR,1.45267489711934,0.0164609053497942
AIAL,1.09504132231405,-0.15702479338843
AIAR,0.991769547325103,-0.193415637860082
AIBL,1.2396694214876,-0.0991735537190083
AIBR,1.26748971193416,-0.102880658436214
AIML,0.557851239669422,-0.301652892561983
AIMR,0.62962962962963,-0.255144032921811
AINL,1.04132231404959,0.103305785123967
AINR,1.04115226337449,0.0576131687242798
AIYL,0.541322314049587,-0.28099173553719
AIYR,0.662551440329218,-0.255144032921811
AIZL,0.818181818181818,-0.0454545454545455
AIZR,0.967078189300412,-0.0534979423868313
ALA,1.58024691358025,0.222222222222222
ALA,1.60330578512397,0.268595041322314
ALML,-6.35897435897436,-0.282051282051282
ALMR,-6.41025641025641,-0.102564102564103
ALNL,-16.465811965812,-0.830662393162393
ALNR,-16.5699786324786,-0.830662393162393
ALNR,-16.5699786324786,-0.830662393162393
AMshL,0.590909090909091,0.330578512396694
AMshR,0.613168724279835,0.283950617283951
AMsoL,3.11157024793388,0.0867768595041322
AMsoR,3.28395061728395,0.0329218106995885
AQR,0.329218106995885,-0.0699588477366255

AS01,-0.275720164609054,-0.415637860082305
AS02,-1.84615384615385,0.666666666666667
AS03,-3.33333333333333,0.666666666666667
AS04,-4.76923076923077,0.666666666666667
AS05,-6.74358974358974,0.717948717948718
AS06,-8,0.717948717948718
AS07,-9.66666666666667,0.717948717948718
AS08,-11.1794871794872,0.666666666666667
AS09,-12.7435897435897,0.58974358974359
AS10,-14.025641025641,0.564102564102564
AS11,-14.1810897435897,0.391559829059829

ASEL,1.16115702479339,-0.00826446280991736
ASER,1.20576131687243,0.0123456790123457
ASGL,1.3099173553719,0.128099173553719
ASGR,1.34567901234568,0.172839506172839
ASHL,1.26859504132231,-0.00826446280991736
ASHR,1.31687242798354,0.0164609053497942
ASIL,1.29338842975207,0.214876033057851
ASIR,1.2962962962963,0.197530864197531
ASJL,1.06611570247934,-0.111570247933884
ASJR,1.05349794238683,-0.152263374485597
ASKL,1.48760330578512,0.169421487603306
ASKR,1.48971193415638,0.160493827160494
AUAL,1.15289256198347,-0.103305785123967
AUAR,1.12757201646091,-0.0905349794238683
AVAL,1.50413223140496,-0.0289256198347107
AVAR,1.52674897119342,0.00411522633744856
AVBL,1.16115702479339,0.0743801652892562
AVBR,1.20576131687243,0.106995884773663
AVDL,1.03719008264463,0.0247933884297521
AVDR,1.11522633744856,0.0246913580246914
AVEL,1.39256198347107,-0.0371900826446281
AVER,1.41152263374486,-0.0534979423868313
AVFL,0.312757201646091,-0.382716049382716
AVFL,0.330578512396694,-0.37603305785124
AVFR,0.411522633744856,-0.378600823045267
AVFR,0.433884297520661,-0.355371900826446
AVG,0.0329218106995885,-0.411522633744856
AVG,0.0454545454545455,-0.400826446280992
AVHL,1.21074380165289,0.144628099173554
AVHR,1.28395061728395,0.213991769547325
AVJL,1.13636363636364,0.15702479338843
AVJR,1.22633744855967,0.164609053497942
AVKL,0.450413223140496,-0.297520661157025
AVKR,0.534979423868313,-0.267489711934156
AVL,1.02469135802469,-0.152263374485597
AVM,-5.84615384615385,0.384615384615385
AWAL,1.3099173553719,0.0495867768595041
AWAR,1.31687242798354,0.0905349794238683
AWBL,1.33057851239669,0.0661157024793388
AWBR,1.39094650205761,0.11522633744856
AWCL,1.31818181818182,-0.0826446280991736
AWCR,1.32098765432099,-0.0699588477366255
BAGL,1.89669421487603,-0.00826446280991736
BAGR,1.92592592592593,-0.0534979423868313
BDUL,-2.23076923076923,-0.0256410256410256
BDUR,-2.25641025641026,0.0769230769230769
CANL,-8.53846153846154,-0.179487179487179
CANR,-8.58974358974359,0.205128205128205
CEPDL,1.58264462809917,0.272727272727273
