Name, x, y
CEPDR,1.61316872427984,0.209876543209877
CEPshDL,2.02066115702479,0.202479338842975
CEPshDR,1.9917695473251,0.127572016460905
CEPshVL,1.86363636363636,-0.119834710743802
CEPshVR,1.80246913580247,-0.201646090534979
CEPsoDL,2.2603305785124,0.136363636363636
CEPsoDR,2.24691358024691,0.1440329218107
CEPsoVL,2.26446280991736,-0.152892561983471
CEPsoVR,2.21399176954733,-0.246913580246914
CEPVL,1.80578512396694,-0.190082644628099
CEPVR,1.76543209876543,-0.251028806584362
DA01,-0.380165289256198,-0.40495867768595
DA02,-2.15384615384615,0.641025641025641
DA03,-3.92307692307692,0.692307692307692
DA04,-6.28205128205128,0.692307692307692
DA05,-8.84615384615385,0.666666666666667
DA06,-11.7435897435897,0.641025641025641
DA07,-14.1282051282051,0.538461538461538
DA08,-15.1880341880342,0.0651709401709402
DA09,-15.2505341880342,0.0443376068376068
DB01,-0.205761316872428,-0.423868312757202
DB02,0.197530864197531,-0.407407407407407
DB03,-2.02564102564103,0.641025641025641
DB04,-4.58974358974359,0.666666666666667
DB05,-7.87179487179487,0.692307692307692
DB06,-11.0512820512821,0.641025641025641
DB07,-13.8974358974359,0.538461538461538
DD01,-0.136363636363636,-0.40495867768595
DD02,-3.17948717948718,0.641025641025641
DD03,-6.35897435897436,0.692307692307692
DD04,-9.7948717948718,0.692307692307692
DD05,-12.8974358974359,0.615384615384615
DD06,-15.0422008547009,0.0860042735042735
DVA,-15.8685897435897,-0.636217948717949
DVB,-15.7922008547009,-0.601495726495726
DVC,-15.9866452991453,-0.636217948717949
FLPL,0.392561983471074,-0.152892561983471
FLPR,0.419753086419753,-0.065843621399177
GLRDL,1.64876033057851,0.194214876033058
GLRDR,1.65432098765432,0.131687242798354
GLRL,1.42561983471074,-0.128099173553719
GLRR,1.40740740740741,-0.135802469135802
GLRVL,1.47933884297521,-0.169421487603306
GLRVR,1.44855967078189,-0.193415637860082
HSNL,-9.05128205128205,0.153846153846154
HSNR,-9.1025641025641,0.58974358974359
IL1DL,2.15289256198347,0.243801652892562
IL1DR,2.13168724279835,0.168724279835391
IL1L,2.12396694214876,0.0165289256198347
IL1R,2.08641975308642,-0.0411522633744856
IL1VL,2.16942148760331,-0.198347107438017
IL1VR,1.88477366255144,-0.222222222222222
IL2DL,2.29752066115702,0.264462809917355
IL2DR,2.30864197530864,0.234567901234568
IL2L,2.21074380165289,0.0495867768595041
IL2R,2.18930041152263,0.0123456790123457
IL2VL,2.25206611570248,-0.21900826446281
IL2VR,2.13168724279835,-0.205761316872428
ILshDL,2.3801652892562,0.181818181818182
ILshDR,2.2962962962963,0.156378600823045
ILshL,2.40082644628099,-0.0909090909090909
ILshR,2.88888888888889,-0.123456790123457
ILshVL,3.12396694214876,-0.21900826446281
ILshVR,3.16872427983539,-0.325102880658436
ILsoDL,3.16528925619835,0.347107438016529
ILsoDR,3.11111111111111,0.271604938271605
ILsoL,3.01239669421488,-0.0950413223140496
ILsoR,3.02880658436214,-0.0576131687242798
ILsoVL,3.21900826446281,-0.239669421487603
ILsoVR,3.28395061728395,-0.316872427983539
LUAL,-16.3477564102564,-0.344551282051282
LUAR,-16.5213675213675,-0.302884615384615
LUAR,-16.5213675213675,-0.302884615384615
OLLL,2.16115702479339,0.103305785123967
OLLR,2.16872427983539,0.0740740740740741
OLLshL,2.24793388429752,-0.0826446280991736
OLLshR,2.2880658436214,-0.119341563786008
OLLsoL,2.29752066115702,0.18595041322314
OLLsoR,2.24279835390946,0.0987654320987654
OLQDL,2.06198347107438,0.268595041322314
OLQDR,2.04526748971193,0.205761316872428
OLQshDL,2.29752066115702,0.18595041322314
OLQshDR,2.37448559670782,0.127572016460905
OLQshVL,2.29752066115702,-0.140495867768595
OLQshVR,2.27572016460905,-0.209876543209877
OLQsoDL,3.09504132231405,0.347107438016529
OLQsoDR,2.24691358024691,0.176954732510288
OLQsoVL,2.95454545454545,-0.152892561983471
OLQsoVR,2.96296296296296,-0.148148148148148
OLQVL,1.9504132231405,-0.0702479338842975
OLQVR,1.92181069958848,-0.127572016460905
PDA,-15.6255341880342,-0.00427350427350427
PDB,-15.340811965812,0.0512820512820513
PDEL,-11.4615384615385,-0.205128205128205
PDER,-11.6410256410256,0.358974358974359
PDEshL,-11.7179487179487,-0.538461538461538
PDEshR,-11.7948717948718,-0.0512820512820513
PDEsoL,-11.8205128205128,-0.256410256410256
PDEsoR,-11.8974358974359,0.282051282051282
PHAL,-16.1047008547009,-0.268162393162393
PHAR,-16.1394230769231,-0.282051282051282
PHBL,-16.4797008547009,-0.254273504273504
PHBR,-16.4102564102564,-0.302884615384615
PHCL,-17.090811965812,-0.275106837606838
PHCR,-17.0352564102564,-0.400106837606838
PHshL,-17.0630341880342,-0.594551282051282
PHshR,-16.8269230769231,-0.49732905982906
PHshR,-16.8269230769231,-0.49732905982906
PHso1L,-17.4519230769231,-0.469551282051282
PHso1R,-17.3824786324786,-0.365384615384615
PHso1R,-17.3824786324786,-0.365384615384615
PHso2L,-17.5699786324786,-0.49732905982906
PHso2R,-17.6463675213675,-0.448717948717949
PHso2R,-17.6463675213675,-0.448717948717949
PLML,-17.2227564102564,-0.30982905982906
PLMR,-17.1880341880342,-0.288995726495727
PLMR,-17.1880341880342,-0.288995726495727
PLNL,-16.9449786324786,-0.240384615384615
PLNR,-16.2991452991453,-0.295940170940171
PLNR,-16.2991452991453,-0.295940170940171
PQR,-16.6394230769231,-0.240384615384615
PVCL,-16.4102564102564,-0.677884615384615
PVCR,-16.6324786324786,-0.511217948717949
PVDL,-11.6923076923077,-0.205128205128205
PVDR,-11.7435897435897,0.307692307692308
PVM,-11.8205128205128,-0.153846153846154
PVNL,-17.2088675213675,-0.545940170940171
PVNR,-17.1047008547009,-0.55982905982906
PVPL,-15.0491452991453,0.162393162393162
PVPR,-14.7574786324786,0.224893162393162
PVQL,-16.1810897435897,-0.323717948717949
PVQR,-16.0144230769231,-0.407051282051282
PVR,-16.7088675213675,-0.650106837606838
PVT,-14.8269230769231,0.25267094017094
PVWL,-16.7852564102564,-0.302884615384615
PVWR,-16.9310897435897,-0.608440170940171
R1H,1.2880658436214,-0.213991769547325
RIAL,1.50413223140496,0.0661157024793388
RIAR,1.51028806584362,0.0781893004115226
RIBL,1.18181818181818,-0.0743801652892562
RIBR,1.19341563786008,-0.0864197530864197
RICL,0.93801652892562,-0.103305785123967
RICR,0.888888888888889,-0.0823045267489712
RID,1.69834710743802,0.330578512396694
RIFL,0.0867768595041322,-0.400826446280992
RIFR,0.285123966942149,-0.380165289256198
RIGL,-0.106995884773663,-0.415637860082305
RIGR,0.148760330578512,-0.37603305785124
RIH,1.34297520661157,-0.161157024793388
RIML,1.08264462809917,-0.0413223140495868
RIMR,1.12345679012346,-0.0576131687242798
RIPL,2.04132231404959,0.111570247933884
RIPR,2.03292181069959,0.0534979423868313
RIR,1.16872427983539,-0.156378600823045
RIS,0.580246913580247,-0.271604938271605
RIVL,1.22727272727273,0.305785123966942
RIVR,1.2798353909465,0.283950617283951
RMDDL,1.32644628099174,-0.15702479338843
RMDDR,1.2962962962963,-0.205761316872428
RMDL,1.46694214876033,-0.0867768595041322
RMDR,1.47736625514403,-0.0864197530864197
RMDVL,1.58264462809917,0.0495867768595041
RMDVR,1.63374485596708,0.0329218106995885
RMED,1.94214876033058,0.301652892561983
RMEL,1.89256198347107,0.0495867768595041
RMER,1.89711934156379,0.00411522633744856
RMEV,1.60743801652893,-0.243801652892562
RMFL,1.16115702479339,-0.214876033057851
RMFR,1.19753086419753,-0.205761316872428
RMGL,0.148760330578512,-0.0578512396694215
RMGR,0.160493827160494,-0.0288065843621399
RMHL,1.22727272727273,-0.152892561983471
RMHR,1.21399176954733,-0.168724279835391
SAADL,1.30578512396694,-0.15702479338843
SAADR,1.31687242798354,-0.193415637860082
SAAVL,1.58677685950413,0.0991735537190083
SAAVR,1.58847736625514,0.0452674897119342
SABD,-0.0165289256198347,-0.40495867768595
SABD,-0.0452674897119342,-0.407407407407407
SABVL,0.415637860082305,-0.374485596707819
SABVL,0.421487603305785,-0.359504132231405
SABVR,0.34156378600823,-0.382716049382716
SABVR,0.359504132231405,-0.367768595041322
SDQL,-11.5897435897436,-0.179487179487179
SDQR,-2.46153846153846,-0.0512820512820513
SIADL,1.14876033057851,-0.181818181818182
SIADR,1.03292181069959,-0.251028806584362
SIAVL,0.871900826446281,-0.235537190082645
SIAVR,0.917695473251029,-0.189300411522634
SIBDL,1.33884297520661,-0.115702479338843
SIBDR,1.34156378600823,-0.123456790123457
SIBVL,1.24793388429752,-0.169421487603306
SIBVR,1.23045267489712,-0.164609053497942
SMBDL,1.08677685950413,-0.235537190082645
SMBDR,0.962962962962963,-0.283950617283951
SMBVL,1,-0.239669421487603
SMBVR,1.11111111111111,-0.213991769547325
SMDDL,1.21900826446281,-0.223140495867769
SMDDR,1.18930041152263,-0.246913580246914
SMDM,1.54545454545455,0.132231404958678

SMDVR,1.5761316872428,0.0823045267489712
URADL,2.20661157024793,0.202479338842975
URADR,2.09876543209877,0.139917695473251
URAVL,1.95867768595041,-0.15702479338843
URAVR,1.90534979423868,-0.189300411522634
URBL,2.03305785123967,0.0495867768595041
URBR,2.05349794238683,0.0205761316872428
URXL,1.5495867768595,0.198347107438017
URXR,1.56378600823045,0.168724279835391
URYDL,2.11157024793388,0.202479338842975
URYDR,2.19341563786008,0.160493827160494
URYVL,2.04132231404959,-0.0371900826446281
URYVR,2.03292181069959,-0.119341563786008
VA01,-0.0452674897119342,-0.415637860082305
VA10,-13.5897435897436,0.564102564102564
VA11,-13.2019230769231,0.467948717948718
VA12,-14.9727564102564,0.141559829059829
VA02,-1.17948717948718,0.615384615384615
VA03,-2.43589743589744,0.641025641025641
VA04,-4.02564102564103,0.666666666666667
VA05,-5.76923076923077,0.717948717948718
VA06,-7.48717948717949,0.717948717948718
VA07,-9.17948717948718,0.717948717948718
VA08,-10.5128205128205,0.666666666666667
VA09,-12,0.615384615384615
VB10,-12.4102564102564,0.615384615384615
VB01,0.251028806584362,-0.403292181069959
VB11,-13.7435897435897,0.564102564102564
VB02,0.493827160493827,-0.395061728395062
VB03,-1.35897435897436,0.615384615384615
VB04,-2.69230769230769,0.641025641025641
VB05,-4.23076923076923,0.692307692307692
VB06,-6.20512820512821,0.717948717948718
VB07,-7.66666666666667,0.717948717948718
VB08,-9.46153846153846,0.692307692307692
VB09,-10.6923076923077,0.692307692307692
VC01,-2.79487179487179,0.641025641025641
VC02,-4.38461538461539,0.692307692307692
VC03,-6.66666666666667,0.717948717948718
VC04,-8.35897435897436,0.641025641025641
VC05,-8.94871794871795,0.717948717948718
VC06,-10.974358974359,0.692307692307692
VD10,-13,0.615384615384615
VD01,-0.355371900826446,-0.40495867768595
VD11,-14.2564102564103,0.564102564102564
VD12,-14.590811965812,0.294337606837607
VD13,-15.3685897435897,0.00267094017094017
VD02,-0.518518518518518,-0.407407407407407
VD03,-2.25641025641026,0.641025641025641
VD04,-3.69230769230769,0.692307692307692
VD05,-5.28205128205128,0.717948717948718
VD06,-6.82051282051282,0.743589743589744
VD07,-8.2051282051282,0.692307692307692
VD08,-10.025641025641,0.717948717948718
VD09,-11.5641025641026,0.641025641025641
XXXL,2.1900826446281,-0.0950413223140496
XXXR,2.18930041152263,-0.156378600823045
